id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,cummulative_assessment_results,clicks_forumng,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_subpage,assessment_score
289304,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,90,TRUE,Pass,51,184,221,1143,189,208,72
290521,M,London Region,Lower Than A Level,10-20%,0-35,0,120,FALSE,Pass,42.25,61,88,625,170,119,53
291237,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,180,FALSE,Distinction,65.25,252,600,1046,8,222,88
291745,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,FALSE,Distinction,66.25,4183,1483,2269,1215,583,94
295255,M,Ireland,A Level or Equivalent,NA,0-35,0,60,FALSE,Pass,39,860,554,968,5,263,62
299281,M,North Region,A Level or Equivalent,NA,0-35,1,60,FALSE,Pass,57.75,362,576,1561,550,276,78
299886,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,210,FALSE,Pass,62,402,411,1395,656,288,91
304240,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,FALSE,Pass,55.5,181,91,175,84,109,91
304589,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,FALSE,Distinction,72,855,494,1429,295,221,100
305858,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,TRUE,Pass,59.75,173,248,457,613,194,90
307245,M,North Region,Lower Than A Level,70-80%,0-35,2,60,FALSE,Fail,49,144,103,462,130,122,53
309893,M,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,FALSE,Pass,55,182,328,870,353,215,78
310646,M,Yorkshire Region,Lower Than A Level,10-20%,0-35,0,90,FALSE,Pass,62.75,93,179,585,239,163,31
314776,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,68.5,654,647,1031,705,334,73
315808,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,FALSE,Distinction,64,112,480,2491,534,397,85
316098,M,South Region,A Level or Equivalent,40-50%,0-35,1,60,FALSE,Pass,60.75,154,365,398,160,211,55
316541,F,Scotland,HE Qualification,30-40%,0-35,0,120,FALSE,Distinction,62.5,744,447,2230,56,194,90
318627,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,FALSE,Distinction,63.75,793,606,1552,214,287,89
319578,M,East Midlands Region,Lower Than A Level,10-20%,35-55,1,90,FALSE,Pass,58.25,381,558,1458,546,279,80
320437,M,Wales,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Pass,46.5,318,232,226,164,147,18
323480,F,South Region,HE Qualification,50-60%,0-35,1,60,FALSE,Pass,53.25,286,310,483,295,202,81
323984,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,FALSE,Pass,43,809,187,1012,387,155,67
324672,M,South Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Fail,55.75,93,251,1020,127,140,86
330192,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,FALSE,Pass,49.5,165,185,677,176,188,66
331417,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,53.5,207,372,828,417,212,66
334476,F,London Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,52.5,27,150,699,201,250,75
335476,M,Wales,A Level or Equivalent,30-40%,0-35,1,90,FALSE,Pass,64.75,404,357,884,1214,215,91
335562,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,FALSE,Pass,72.25,969,930,1633,475,461,94
335582,M,South East Region,A Level or Equivalent,90-100%,35-55,0,120,FALSE,Distinction,69,1565,614,575,175,101,97
335644,M,South West Region,HE Qualification,90-100%,35-55,0,120,FALSE,Fail,59.5,1523,673,2032,751,478,24
338536,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,60,FALSE,Pass,67.75,103,118,496,299,96,28
338806,M,North Region,Lower Than A Level,70-80%,0-35,2,90,FALSE,Fail,33.75,31,57,192,0,53,47
338975,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,FALSE,Pass,62.25,108,251,285,507,199,89
340647,F,South East Region,HE Qualification,80-90%,35-55,0,90,FALSE,Pass,54,115,326,1061,482,272,80
341096,M,South Region,Lower Than A Level,50-60%,35-55,0,120,FALSE,Pass,42.25,941,555,578,910,409,24
341361,M,London Region,HE Qualification,10-20%,35-55,1,60,FALSE,Pass,42.75,394,613,1309,365,457,71
341470,F,South East Region,A Level or Equivalent,60-70%,35-55,0,120,FALSE,Pass,55.5,465,550,1187,545,344,79
342155,M,London Region,Lower Than A Level,40-50%,35-55,0,120,FALSE,Pass,49,471,321,911,317,176,79
342953,M,Wales,A Level or Equivalent,10-20%,0-35,0,60,FALSE,Pass,62.5,54,129,297,6,136,97
343828,F,London Region,Lower Than A Level,50-60%,0-35,1,180,FALSE,Pass,36.5,112,354,1426,199,373,41
347484,M,South East Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,54,103,187,556,168,119,63
347809,F,Scotland,HE Qualification,10-20%,0-35,0,60,FALSE,Pass,65.25,677,420,1218,428,291,87
348717,M,East Anglian Region,Lower Than A Level,90-100%,0-35,2,60,FALSE,Pass,53.75,66,105,237,11,102,73
348783,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Distinction,66.75,275,252,919,248,206,93
349676,M,South Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,54.25,1855,2018,1966,1239,683,87
351170,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,FALSE,Pass,41.25,126,77,179,0,52,30
351505,M,South East Region,A Level or Equivalent,70-80%,0-35,0,90,FALSE,Pass,60.5,51,179,85,571,114,83
355335,M,Ireland,Lower Than A Level,0-10%,35-55,2,90,FALSE,Pass,50.75,569,190,397,237,104,89
360747,M,South Region,Lower Than A Level,90-100%,35-55,0,60,FALSE,Pass,55.5,102,202,656,124,157,74
360986,M,London Region,A Level or Equivalent,10-20%,35-55,1,120,FALSE,Pass,40,1164,420,746,734,307,71
364790,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,FALSE,Distinction,68.75,1075,831,1570,84,309,91
364974,M,North Region,Lower Than A Level,40-50%,35-55,1,180,FALSE,Pass,46.75,2440,1303,1783,636,488,72
367605,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Pass,45,71,180,549,408,98,64
368315,M,London Region,Lower Than A Level,30-40%,0-35,0,120,TRUE,Pass,62.25,2249,2522,7193,4239,1112,93
368935,M,Scotland,HE Qualification,0-10%,0-35,0,120,FALSE,Fail,30,27,222,480,323,136,50
371247,M,East Midlands Region,HE Qualification,80-90%,35-55,1,120,FALSE,Pass,56.25,27,106,233,24,97,24
372262,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,FALSE,Distinction,70.75,2177,1355,1459,435,447,100
379070,M,Scotland,HE Qualification,0-10%,0-35,0,60,FALSE,Distinction,62.5,243,144,613,0,121,91
379843,F,East Midlands Region,Lower Than A Level,10-20%,0-35,0,60,TRUE,Pass,62.25,704,566,1637,645,443,88
380435,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,FALSE,Distinction,67,852,738,591,369,362,87
382738,M,South Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Pass,41.25,15,79,320,0,119,64
383517,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Pass,58.25,490,531,878,351,200,76
385033,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,FALSE,Pass,60.75,182,204,846,49,111,74
385195,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,57.75,533,272,710,346,244,43
385209,M,London Region,Lower Than A Level,30-40%,0-35,1,90,TRUE,Fail,29.75,86,115,592,0,92,38
385547,M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,FALSE,Pass,50.5,176,184,1182,894,185,66
387507,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,FALSE,Pass,61.25,371,362,1350,387,206,93
388754,M,London Region,Lower Than A Level,10-20%,0-35,0,120,FALSE,Distinction,63.25,508,415,1726,131,250,89
392427,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Fail,27,184,75,51,4,91,55
393526,F,London Region,Lower Than A Level,0-10%,0-35,0,60,TRUE,Distinction,64.75,346,690,1446,643,556,93
394218,M,North Region,A Level or Equivalent,10-20%,35-55,1,60,FALSE,Fail,28.25,103,375,1314,506,275,54
394239,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,FALSE,Pass,47.75,40,143,514,2,132,37
395696,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,42.75,103,125,349,96,145,73
397470,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Pass,57.75,157,383,1086,3,191,78
397506,F,South Region,Lower Than A Level,90-100%,0-35,0,120,FALSE,Pass,63,611,877,1419,584,388,98
400266,M,London Region,A Level or Equivalent,20-30%,0-35,3,90,FALSE,Pass,47.75,56,294,981,414,233,75
402662,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,TRUE,Pass,56.5,46,155,575,145,166,73
404536,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,53.5,160,154,293,411,143,75
404631,F,Wales,Lower Than A Level,50-60%,35-55,0,60,FALSE,Pass,65.75,1550,1083,1807,698,538,86
405314,M,North Western Region,A Level or Equivalent,60-70%,0-35,1,120,FALSE,Fail,61,0,12,4,0,7,89
406254,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,50.25,52,170,532,10,172,71
409040,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,90,FALSE,Pass,39.25,20,85,128,317,95,23
410838,F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,TRUE,Pass,47.5,203,414,1103,448,217,74
412697,M,North Region,A Level or Equivalent,80-90%,0-35,2,210,FALSE,Pass,49.75,79,188,1034,65,217,82
416304,M,East Anglian Region,HE Qualification,60-70%,0-35,0,120,FALSE,Pass,56.5,310,133,1302,0,311,80
417414,M,London Region,HE Qualification,30-40%,0-35,1,90,FALSE,Pass,40.25,40,151,1135,399,171,22
418007,F,South Region,HE Qualification,90-100%,0-35,0,60,FALSE,Distinction,70.5,285,266,157,17,153,97
419024,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Pass,58,496,743,1969,1394,493,72
419565,M,East Anglian Region,Lower Than A Level,10-20%,35-55,1,180,FALSE,Fail,30,2,43,144,0,4,38
419990,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,56.25,89,260,981,1120,261,74
420867,M,Ireland,Lower Than A Level,NA,35-55,0,240,FALSE,Pass,59,117,130,202,5,80,90
424171,M,South Region,A Level or Equivalent,60-70%,0-35,0,90,FALSE,Pass,39.25,276,301,1026,591,254,78
424437,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,63.5,308,457,855,694,529,90
427802,F,South East Region,A Level or Equivalent,40-50%,0-35,0,150,TRUE,Pass,47.75,824,713,550,666,237,18
432592,M,South East Region,A Level or Equivalent,40-50%,0-35,0,90,FALSE,Distinction,66.75,996,1256,1089,700,281,92
432703,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,41.5,49,84,205,292,144,51
441606,M,East Midlands Region,Lower Than A Level,10-20%,0-35,2,120,FALSE,Fail,40,145,331,1191,455,314,69
444266,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,FALSE,Pass,52,274,203,263,252,151,69
444697,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,FALSE,Pass,57.25,134,148,941,162,133,85
444856,M,South Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Fail,35.25,32,68,256,12,73,44
445410,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,45.75,79,43,75,78,52,71
446628,M,North Western Region,Lower Than A Level,80-90%,0-35,0,90,FALSE,Pass,65.25,202,199,342,80,104,84
464616,M,London Region,A Level or Equivalent,30-40%,0-35,1,90,FALSE,Pass,35.5,20,36,254,0,38,46
464981,M,Scotland,HE Qualification,80-90%,35-55,0,60,FALSE,Distinction,68.75,289,517,1914,636,442,96
465893,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Distinction,66.5,513,420,985,482,253,99
465900,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Pass,58.25,224,146,698,208,101,85
466425,M,Ireland,HE Qualification,70-80%,0-35,0,150,FALSE,Fail,54.75,51,144,191,61,77,67
467504,M,Ireland,A Level or Equivalent,70-80%,35-55,0,120,FALSE,Pass,53,577,427,902,244,355,69
467524,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,FALSE,Pass,62.5,322,729,1649,507,391,86
470001,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,90,FALSE,Distinction,68.25,1826,811,2029,1060,372,97
471973,M,London Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Pass,63,108,141,490,2,139,78
474126,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,FALSE,Pass,66.25,125,260,1091,530,259,75
474949,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,48.75,360,493,852,377,210,63
475253,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,FALSE,Pass,60.25,254,244,745,414,176,86
476520,M,South East Region,Lower Than A Level,30-40%,0-35,0,90,TRUE,Pass,54.75,15,153,906,41,63,81
478332,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,FALSE,Pass,57,238,285,756,448,223,30
479828,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,2,150,FALSE,Pass,35.75,348,341,530,1537,231,24
479845,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Pass,58.25,417,336,676,936,217,79
481314,M,London Region,A Level or Equivalent,30-40%,0-35,1,90,FALSE,Pass,52.5,1461,527,1907,852,343,72
485671,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,150,TRUE,Pass,45,410,618,1866,492,304,69
485885,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Pass,65.25,98,349,1220,253,233,90
486511,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,42.25,258,142,608,282,144,72
486551,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,31.5,15,91,72,511,102,52
488394,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,FALSE,Pass,58,811,699,2665,1661,678,90
489087,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,61.75,945,860,2340,860,507,79
489560,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,FALSE,Pass,58.25,83,194,623,359,151,30
490505,M,South Region,HE Qualification,90-100%,35-55,0,100,FALSE,Distinction,65.25,1339,928,1638,864,373,94
491606,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,59,182,219,886,351,199,66
492851,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,FALSE,Pass,52.5,76,233,822,602,135,69
493539,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,66,899,462,984,616,322,88
494495,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,FALSE,Pass,57.75,120,102,147,114,72,84
498031,F,South Region,A Level or Equivalent,80-90%,35-55,0,90,FALSE,Pass,67.25,1002,805,1334,652,846,88
499386,M,South Region,No Formal quals,50-60%,0-35,1,60,FALSE,Pass,33.75,139,166,411,88,199,42
499564,M,South Region,Lower Than A Level,90-100%,35-55,0,60,FALSE,Pass,59.25,384,307,2076,303,207,93
500772,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,37.75,413,278,236,836,251,44
501336,M,Wales,A Level or Equivalent,80-90%,0-35,1,120,FALSE,Pass,57.25,78,98,265,80,112,45
501425,F,Wales,Lower Than A Level,40-50%,0-35,0,60,FALSE,Pass,59.5,623,583,928,608,247,78
501871,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,FALSE,Pass,53,226,356,831,621,229,96
502249,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,TRUE,Pass,60.5,453,482,450,649,315,87
